commit/url,commit/sha,zipball_url,tarball_url,name
https://api.github.com/repos/hyperledger/fabric/commits/fa3d88cde177750804c7175ae000e0923199735c,fa3d88cde177750804c7175ae000e0923199735c,https://api.github.com/repos/hyperledger/fabric/zipball/v1.0.0-alpha,https://api.github.com/repos/hyperledger/fabric/tarball/v1.0.0-alpha,v1.0.0-alpha
https://api.github.com/repos/hyperledger/fabric/commits/e728c5c22160620e189e85be6becb7cbf75d87dc,e728c5c22160620e189e85be6becb7cbf75d87dc,https://api.github.com/repos/hyperledger/fabric/zipball/v0.6.1-preview,https://api.github.com/repos/hyperledger/fabric/tarball/v0.6.1-preview,v0.6.1-preview
https://api.github.com/repos/hyperledger/fabric/commits/d9fb2195ceb198efe8714a480c6b1afd08694406,d9fb2195ceb198efe8714a480c6b1afd08694406,https://api.github.com/repos/hyperledger/fabric/zipball/v0.6.0-preview,https://api.github.com/repos/hyperledger/fabric/tarball/v0.6.0-preview,v0.6.0-preview
https://api.github.com/repos/hyperledger/fabric/commits/4fa1360b0967abca65665235e861b400cc1425d5,4fa1360b0967abca65665235e861b400cc1425d5,https://api.github.com/repos/hyperledger/fabric/zipball/baseimage-v0.0.11,https://api.github.com/repos/hyperledger/fabric/tarball/baseimage-v0.0.11,baseimage-v0.0.11
